"word","N"
"pedestrian",61
"dogs",61
"might",61
"marble",61
"planter",61
"fix",61
"welders",61
"single",61
"cpr",61
"squatting",61
"ulnar",60
"together",60
"27yo",60
"thighs",60
"mud",60
"detergent",60
"upstairs",60
"rll",60
"dialysis",60
"bear",60
"bleed",60
"tongue",60
"htn",60
"teeth",60
"28yo",60
"bends",60
"blower",60
"sanding",60
"oak",60
"auger",60
"server",59
"lowerback",59
"icu",59
"fly",59
"ant",59
"locked",59
"treated",59
"make",59
"brakes",59
"straight",59
"23yo",59
"partner",59
"tub",59
"blisters",59
"costochondritis",59
"see",59
"drink",59
"500",59
"code",59
"nailbed",59
"splattered",59
"cuts",59
"abcess",59
"gloved",59
"inch",58
"university",58
"sharpening",58
"feeding",58
"shelving",58
"70yof",58
"ceramic",58
"keep",58
"scabies",58
"recall",58
"73",58
"cath",58
"mentally",58
"attended",58
"21yo",58
"gets",58
"tackled",58
"cream",58
"erythema",58
"robbery",58
"wed",57
"13",57
"resulting",57
"toolbox",57
"event",57
"electrician",57
"pig",57
"sure",57
"utd",57
"repeatedly",57
"snake",57
"beginning",57
"yrs",57
"18yf",57
"problem",57
"stubbed",57
"done",56
"double",56
"hcv",56
"powder",56
"along",56
"sits",56
"electrocution",56
"abra",56
"attributes",56
"retail",56
"shoved",56
"fruit",56
"hitch",56
"pit",56
"belted",56
"wrk",56
"sd",56
"shield",56
"pothole",56
"onions",56
"crawling",55
"employment",55
"windshield",55
"backhoe",55
"patrol",55
"fuel",55
"tomato",55
"houses",55
"synd",55
"router",55
"leak",55
"stiffness",55
"cohb",55
"slab",55
"eloped",55
"inverting",54
"72yom",54
"weights",54
"tar",54
"spun",54
"looking",54
"lh",54
"30yo",54
"entered",54
"wheels",54
"source",54
"flushed",54
"sm",54
"subconjunctival",54
"pry",54
"early",54
"22yo",54
"25yo",54
"always",54
"incident",54
"pans",54
"prison",54
"fwd",54
"hha",53
"much",53
"church",53
"32yo",53
"paresthesia",53
"onthe",53
"l1",53
"slamming",53
"sander",53
"story",53
"customers",53
"strike",53
"nk",53
"31yo",52
"plane",52
"60yf",52
"juice",52
"explosion",52
"display",52
"detasseling",52
"angry",52
"pursuit",52
"inmates",52
"empty",52
"elbows",52
"goes",52
"bat",52
"rubbed",52
"ctrl",52
"woman",52
"soreness",52
"cause",52
"rim",52
"lunch",52
"26yo",52
"powered",52
"torticollis",52
"spraining",52
"buffer",52
"cardiac",52
"scraper",52
"sliver",52
"subdural",52
"filling",52
"chip",52
"lightheadedness",51
"injurying",51
"gasoline",51
"fellon",51
"compactor",51
"spinal",51
"books",51
"serving",51
"extreme",51
"excavator",51
"wheelbarrow",51
"assist",51
"pen",51
"lle",51
"2da",51
"pack",51
"machines",51
"detailing",51
"rig",51
"smashing",50
"61yf",50
"staff",50
"clearing",50
"ears",50
"pad",50
"nondisplaced",50
"lock",50
"workers",50
"overheated",50
"drainage",50
"dairy",50
"entire",50
"bumping",50
"scrap",50
"punct",50
"weighing",50
"rle",49
"blister",49
"awoke",49
"obtained",49
"pvc",49
"covered",49
"yr",49
"buckled",49
"59yf",49
"towel",49
"filing",49
"dryer",49
"form",49
"give",49
"papers",49
"branches",49
"slippery",49
"handtruck",49
"slide",49
"11am",49
"concerned",49
"sunday",49
"dancer",49
"blades",49
"biten",49
"cleans",49
"stainless",49
"pricked",48
"physician",48
"wrok",48
"degreaser",48
"laborer",48
"draw",48
"check",48
"catheter",48
"system",48
"siding",48
"stab",48
"dark",48
"pots",48
"sawdust",48
"conjunctival",48
"shaving",48
"inserting",48
"15yom",48
"assistant",48
"74yom",48
"rain",48
"elderly",48
"restr",48
"stray",48
"medication",48
"sewing",48
"throbbing",48
"spill",48
"combine",48
"reach",48
"strenuous",48
"manager",48
"straining",47
"following",47
"tea",47
"mon",47
"usual",47
"33yo",47
"inversion",47
"hairdresser",47
"received",47
"73yom",47
"waste",47
"transfering",47
"fridge",47
"below",47
"3pm",47
"ve",47
"btw",47
"anoxia",47
"backing",47
"pct",47
"feed",47
"cinder",47
"alcohol",47
"20yo",47
"outlet",47
"business",47
"knuckle",47
"conditioning",46
"scratches",46
"loaded",46
"plants",46
"report",46
"hearing",46
"26yowm",46
"hyperextending",46
"maker",46
"0",46
"stumbled",46
"forcefully",46
"positive",46
"missing",46
"hog",46
"tightening",46
"slapped",46
"400",46
"bucked",46
"ledge",46
"printing",46
"attached",46
"passing",46
"drank",46
"umbilical",46
"subduing",46
"comminuted",46
"coughed",46
"scissor",46
"professional",46
"reinjured",46
"mold",46
"shard",46
"mc",46
"because",46
"thurs",46
"stock",46
"sugar",46
"friend",45
"only",45
"held",45
"section",45
"diesel",45
"58yf",45
"tender",45
"continues",45
"plank",45
"34yo",45
"force",45
"product",45
"plateau",45
"preparing",45
"support",45
"sdh",45
"beef",45
"23yowm",45
"generalized",45
"8ft",45
"diseases",45
"renal",45
"harness",45
"separation",45
"andfell",45
"scapel",45
"logs",45
"secondary",45
"intox",45
"bacon",45
"herniated",45
"screen",44
"postal",44
"nd",44
"tape",44
"x5",44
"horses",44
"lo",44
"5ft",44
"mine",44
"coal",44
"lat",44
"cervicalgia",44
"instructor",44
"jump",44
"salt",44
"carry",44
"bya",44
"50yo",44
"barbed",44
"tips",44
"apprehend",44
"sodium",44
"jackhammer",44
"bht",44
"bicycle",44
"sah",44
"handcuffs",44
"leaf",44
"72yof",43
"member",43
"62ym",43
"steer",43
"inthe",43
"salon",43
"injecting",43
"rom",43
"lately",43
"cleaned",43
"embedded",43
"involving",43
"th",43
"bushes",43
"squirted",43
"fel",43
"testicles",43
"subjects",43
"chart",43
"chute",43
"bugs",43
"39yo",43
"bib",43
"20ft",43
"stabbing",43
"bees",43
"mandible",43
"dioxide",43
"contacts",43
"associated",43
"treatment",43
"25yowm",43
"nailgun",43
"meds",43
"pcp",43
"derm",42
"decreased",42
"immediately",42
"ever",42
"sewer",42
"lodged",42
"homeless",42
"cylinder",42
"amb",42
"pruritic",42
"toed",42
"metallic",42
"beams",42
"types",42
"4ft",42
"painin",42
"vaginal",42
"74",42
"pinning",42
"sorting",42
"sawing",42
"shifted",42
"risk",42
"involves",42
"nite",42
"woods",42
"wor",42
"vomit",42
"lifitng",42
"flushing",42
"firetruck",42
"returned",41
"duct",41
"75yom",41
"olecranon",41
"intractable",41
"bearing",41
"vomited",41
"cyst",41
"atypical",41
"9am",41
"tofinger",41
"whenhe",41
"furnace",41
"arrival",41
"contents",41
"dr",41
"angle",41
"extremities",41
"towards",41
"sick",41
"heparin",41
"wasp",41
"globe",41
"rhabdomyolysis",41
"hallway",41
"unspec",41
"produce",41
"excessive",41
"knive",41
"touching",41
"come",41
"spitting",41
"directing",41
"punch",41
"status",40
"intracranial",40
"raised",40
"heating",40
"heels",40
"victim",40
"stepladder",40
"temporal",40
"scrotal",40
"ray",40
"zip",40
"41yo",40
"42yo",40
"38yo",40
"4cm",40
"brace",40
"involvement",40
"bringing",40
"whileworking",40
"300lb",40
"ripped",40
"blowing",40
"rollers",40
"could",40
"bank",40
"100lb",40
"bbp",40
"me",40
"blistering",40
"choked",40
"fatigue",40
"hazardous",40
"20yowm",40
"90",40
"sunburn",40
"squeezed",39
"figner",39
"4pm",39
"pounds",39
"highway",39
"transport",39
"stripping",39
"hall",39
"ultraviolet",39
"ss",39
"frontal",39
"bathtub",39
"microwave",39
"brought",39
"fired",39
"scapular",39
"cocaine",39
"allergy",39
"administering",39
"sauce",39
"groceries",39
"shavings",39
"filter",39
"brushed",39
"adjusting",39
"suv",39
"ride",39
"gurney",39
"trapped",39
"washes",38
"flap",38
"swell",38
"washed",38
"fries",38
"deployment",38
"intoxicated",38
"52yo",38
"vacuuming",38
"attempt",38
"told",38
"countertop",38
"4d",38
"particles",38
"shld",38
"dusty",38
"walker",38
"nauseated",38
"test",38
"ped",38
"24yowm",38
"thorn",38
"sharps",38
"2pm",38
"grip",38
"cast",38
"stump",38
"43yo",38
"53yo",38
"neuropathy",38
"dragged",38
"slow",38
"degloving",38
"fertilizer",38
"split",38
"know",38
"scrotum",38
"irrigating",38
"challenged",38
"mouse",38
"portable",38
"soccer",38
"pregnancy",37
"whe",37
"hinge",37
"21yowm",37
"caregiver",37
"64ym",37
"trap",37
"exiting",37
"sometimes",37
"chop",37
"shldr",37
"throw",37
"steak",37
"helped",37
"flip",37
"epistaxis",37
"extensive",37
"complained",37
"doesn",37
"remember",37
"bulldozer",37
"47yo",37
"finge",37
"bagel",37
"physically",37
"smell",37
"carpeted",37
"residents",37
"illness",37
"hydroxide",37
"penis",37
"couldn",37
"10am",37
"supermarket",37
"kicking",37
"strains",37
"1pm",36
"65ym",36
"cracked",36
"mallet",36
"36yo",36
"show",36
"salad",36
"lever",36
"tarp",36
"subungal",36
"pushes",36
"enclosed",36
"cerebral",36
"35yo",36
"pharmacy",36
"ot",36
"19yo",36
"brief",36
"heated",36
"40yo",36
"steamer",36
"ranch",36
"wt",36
"lump",36
"bars",36
"hoist",36
"sneaker",36
"therapist",36
"rescue",36
"automatic",36
"swerved",36
"deer",36
"punc",36
"tote",36
"suspected",36
"sprayer",36
"71yof",36
"assisted",36
"excerbation",36
"63ym",36
"generator",36
"carnival",36
"fair",36
"3wks",35
"limbs",35
"anxiety",35
"abg",35
"carpel",35
"rubbing",35
"urticaria",35
"15ft",35
"diffuse",35
"effect",35
"14yom",35
"sole",35
"onion",35
"hollow",35
"embankment",35
"quite",35
"stocker",35
"slipepd",35
"exam",35
"bales",35
"63yf",35
"wrap",35
"77",35
"mixed",35
"gen",35
"amount",35
"lifeguard",35
"toenail",35
"plugging",35
"le",35
"punching",35
"freight",35
"strong",34
"plumbing",34
"brow",34
"lighting",34
"escorting",34
"spinning",34
"sanitizer",34
"five",34
"dazed",34
"2days",34
"torso",34
"stud",34
"picker",34
"bones",34
"perfume",34
"arterial",34
"flexor",34
"coach",34
"guy",34
"pai",34
"structure",34
"wagon",34
"sandwich",34
"poured",34
"flying",34
"carried",34
"cpk",34
"om",34
"22yowm",34
"thc",34
"gauge",34
"liquor",34
"classroom",34
"products",34
"sites",34
"carpentry",34
"start",34
"irritated",34
"county",34
"daysago",34
"paresthesias",34
"outdoors",34
"49yo",34
"behavioral",34
"motorized",34
"dorsal",34
"dance",33
"racks",33
"batteries",33
"cinderblock",33
"myalgia",33
"climbed",33
"sound",33
"driveway",33
"restraint",33
"every",33
"chase",33
"coat",33
"replacing",33
"route",33
"extensor",33
"maching",33
"int",33
"book",33
"6pm",33
"zoo",33
"ejected",33
"grazed",33
"subarachnoid",33
"hydrogen",33
"beds",33
"27yowm",33
"coil",33
"college",33
"54yo",33
"tackling",33
"stapler",33
"ina",33
"paraspinal",33
"rolls",33
"plow",33
"closet",33
"21yowf",33
"trailor",33
"heroin",33
"apatient",33
"playground",33
"lamp",33
"dn",33
"altered",32
"bt",32
"previous",32
"bac",32
"flatbed",32
"stretching",32
"chestwall",32
"headed",32
"truss",32
"commercial",32
"foley",32
"pesticide",32
"20lb",32
"correctional",32
"picture",32
"blender",32
"rob",32
"custodian",32
"serrated",32
"failed",32
"uti",32
"200lb",32
"makes",32
"periorbital",32
"cabinets",32
"knob",32
"money",32
"pane",32
"sever",32
"wasn",32
"market",32
"eyewear",32
"palpitations",32
"antifreeze",32
"xrays",32
"lft",32
"containing",32
"tangled",32
"seek",32
"resolved",32
"fallen",32
"iritis",32
"flour",32
"naus",32
"45yo",32
"lif",32
"wednesday",32
"fields",32
"os",32
"seeing",32
"minutes",32
"bv",32
"spot",32
"industerial",32
"turkey",32
"struggling",31
"tent",31
"different",31
"pitbull",31
"bad",31
"squad",31
"electrocuted",31
"ringing",31
"problems",31
"cables",31
"bore",31
"flames",31
"flame",31
"imm",31
"injected",31
"fingerdx",31
"76",31
"76yom",31
"18yo",31
"lines",31
"conveyer",31
"sofa",31
"crew",31
"kegs",31
"pistol",31
"orbit",31
"calcaneal",31
"pa",31
"ws",31
"stroke",31
"tuesday",31
"17yf",31
"55yo",31
"bale",31
"flu",31
"leave",31
"bundle",31
"developped",31
"bronchitis",31
"spends",31
"taken",31
"48yo",31
"ams",31
"tracks",31
"volt",31
"lacerationto",31
"scaphoid",31
"apartment",31
"crossing",31
"wiring",31
"brain",31
"prep",31
"asleep",31
"spreading",31
"kid",31
"patron",30
"37yowm",30
"commode",30
"really",30
"sweating",30
"weather",30
"each",30
"palmar",30
"rat",30
"barrier",30
"banging",30
"player",30
"asst",30
"chipper",30
"land",30
"gears",30
"neckpain",30
"expos",30
"heavey",30
"fibular",30
"worktoday",30
"wtih",30
"holder",30
"garden",30
"l2",30
"ion",30
"hooking",30
"seated",30
"digger",30
"mt",30
"summer",30
"headbutted",30
"amt",30
"ulcer",30
"malfunctioned",30
"age",30
"saline",30
"seatbelt",30
"51yo",30
"linens",30
"guardrail",30
"slight",30
"46yo",30
"needles",30
"pierced",30
"twinge",30
"printer",30
"deploy",30
"changed",30
"staircase",30
"leaves",30
"ap",30
"court",30
"lptms",30
"dispenser",30
"didnt",30
"everyday",30
"jar",30
"sz",30
"scale",29
"chickens",29
"asa",29
"de",29
"initially",29
"37yo",29
"socket",29
"parks",29
"ex",29
"hyperextension",29
"partially",29
"notes",29
"80lb",29
"bracket",29
"throughout",29
"31yowm",29
"waxing",29
"fourth",29
"knelt",29
"lady",29
"anaphylaxis",29
"whipped",29
"cords",29
"sprains",29
"spark",29
"temp",29
"29yowm",29
"socks",29
"resisting",29
"released",29
"normal",29
"73yof",29
"warm",29
"tweaked",29
"sneakers",29
"juvenile",29
"mix",29
"2wa",29
"20fth",29
"owner",29
"tues",29
"wiping",29
"repositioning",29
"dashboard",29
"movie",29
"forced",29
"foam",29
"lowering",29
"fifth",29
"herniation",29
"45yowm",29
"toy",29
"44yo",29
"searching",29
"40lb",29
"wax",29
"years",29
"52yowm",29
"mulch",28
"urgent",28
"ache",28
"contusio",28
"loud",28
"lights",28
"mr",28
"crank",28
"sideswiped",28
"vase",28
"sprinkler",28
"ready",28
"lead",28
"team",28
"flower",28
"79yom",28
"persons",28
"trigger",28
"information",28
"current",28
"jamb",28
"trench",28
"cane",28
"feces",28
"argument",28
"dvt",28
"healing",28
"kick",28
"cruiser",28
"1hr",28
"entering",28
"barge",28
"restraunt",28
"witha",28
"whose",28
"detention",28
"sternal",28
"eyeballs",28
"gradual",28
"fever",28
"1wa",28
"34yowm",28
"activities",28
"failure",28
"disturbed",28
"supervisor",28
"sheriff",28
"axe",28
"stripper",28
"lumbarstrain",28
"median",28
"coaching",28
"xs",28
"wedged",28
"400lb",28
"boxer",28
"74yof",27
"pieceof",27
"plaster",27
"injuried",27
"experiencing",27
"project",27
"plug",27
"sacrum",27
"ng",27
"o2",27
"triggered",27
"steal",27
"never",27
"excerbating",27
"rabies",27
"vial",27
"adult",27
"76yof",27
"frostbite",27
"aching",27
"waking",27
"porch",27
"practice",27
"trimmers",27
"doorway",27
"supply",27
"private",27
"wi",27
"waxed",27
"bagging",27
"thick",27
"shuttle",27
"dumping",27
"misstepped",27
"currently",27
"kidney",27
"chipped",27
"complete",27
"barber",27
"20yowf",27
"occipital",27
"stadium",27
"external",27
"newspaper",27
"drills",27
"testing",27
"significant",27
"helicopter",27
"dealing",27
"trach",27
"pay",27
"baggage",27
"thing",27
"handcuffing",27
"increase",27
"sx",27
"affected",27
"itch",27
"instruments",27
"hockey",27
"afterwards",27
"36yowm",27
"inventory",27
"pet",26
"sewage",26
"57yo",26
"bath",26
"packaging",26
"panels",26
"53yowm",26
"trans",26
"portion",26
"noise",26
"knives",26
"replacement",26
"handed",26
"43yowm",26
"dressing",26
"stomped",26
"meniscus",26
"muffler",26
"hm",26
"backdx",26
"15yof",26
"tanks",26
"aft",26
"including",26
"incline",26
"visitor",26
"boxing",26
"climbs",26
"barrels",26
"mailbox",26
"lathe",26
"doorframe",26
"latch",26
"point",26
"flexed",26
"17ym",26
"penetrating",26
"patch",26
"thinner",26
"tbsa",26
"rehab",26
"5fth",26
"towels",26
"potato",26
"32yowm",26
"secretions",26
"lemons",26
"respiratory",26
"8am",26
"mother",26
"practicing",26
"dementia",26
"dehydrated",26
"awkward",26
"cargo",26
"until",26
"diabetic",26
"boosting",26
"peppers",26
"tension",26
"splitter",26
"shrimp",26
"soaked",26
"tug",26
"picks",26
"lenses",26
"providing",26
"jug",26
"quadriceps",26
"obs",26
"thoracolumbar",25
"prob",25
"yellow",25
"custody",25
"hardwood",25
"size",25
"myositis",25
"simple",25
"unemployed",25
"41yowm",25
"peg",25
"6fth",25
"ch",25
"drunk",25
"irrigation",25
"39yowm",25
"etiology",25
"machete",25
"req",25
"3am",25
"amp",25
"rotating",25
"unresponsive",25
"alleged",25
"septic",25
"descending",25
"jacket",25
"staples",25
"con",25
"pursuing",25
"id",25
"develop",25
"shears",25
"extra",25
"inadvertently",25
"weeds",25
"showing",25
"wrapped",25
"27yowf",25
"bins",25
"24yowf",25
"scratching",25
"aircraft",25
"refused",25
"purse",25
"l4",25
"cleaners",25
"pathogen",25
"fabric",25
"shutting",25
"77yom",25
"oral",25
"dxlaceration",25
"hauling",25
"smelled",25
"sulfuric",25
"contractor",25
"temple",25
"shipping",25
"ontop",25
"whle",25
"machinary",25
"strianed",25
"better",25
"occupation",25
"counselor",25
"desert",25
"arthritis",25
"opener",25
"onduty",25
"hardware",25
"sleeping",25
"fingerlac",25
"heavylifting",25
"contruction",25
"faint",25
"grooming",25
"butter",25
"stylist",25
"ship",25
"program",25
"boy",25
"homes",25
"poles",24
"routine",24
"otitis",24
"3da",24
"alarm",24
"avulsed",24
"holes",24
"hoe",24
"watching",24
"600",24
"vertebra",24
"47yowm",24
"flipping",24
"torn",24
"wrapping",24
"looked",24
"rx",24
"complaint",24
"ill",24
"froma",24
"crash",24
"services",24
"chased",24
"onhis",24
"smelling",24
"impacted",24
"pubic",24
"inury",24
"emotionally",24
"notice",24
"workin",24
"fellow",24
"massage",24
"ain",24
"trouble",24
"storage",24
"television",24
"meth",24
"scooter",24
"lung",24
"15fth",24
"mcp",24
"ambulating",24
"squeezing",24
"handdx",24
"54yowm",24
"hydrolic",24
"developing",24
"onher",24
"sheetmetal",24
"changes",24
"father",24
"migraine",24
"exercising",24
"grade",24
"solid",24
"ham",24
"leaked",24
"contused",24
"appliances",24
"penetrated",24
"voltage",24
"dxback",24
"residence",24
"shaking",24
"psychiatric",24
"ton",24
"lifter",24
"ripping",24
"beans",24
"3days",24
"dogbite",24
"5d",24
"framing",24
"via",24
"maybe",24
"wore",24
"root",24
"rif",24
"wo",24
"childrens",24
"machinist",24
"carring",24
"collapse",23
"loads",23
"processing",23
"tail",23
"kneepain",23
"french",23
"tetanus",23
"sec",23
"62yf",23
"sw",23
"trainer",23
"drinks",23
"cups",23
"disorder",23
"t12",23
"opain",23
"25yowf",23
"arch",23
"drivers",23
"piano",23
"look",23
"56yo",23
"headaches",23
"4da",23
"result",23
"rake",23
"border",23
"shed",23
"busy",23
"abuse",23
"occurring",23
"headinjury",23
"ten",23
"stones",23
"layer",23
"bulge",23
"arc",23
"disinfectant",23
"climb",23
"photokeratitis",23
"mention",23
"cornealabrasion",23
"live",23
"wheelchairs",23
"public",23
"concern",23
"6cm",23
"humeral",23
"lying",23
"coolant",23
"coworkers",23
"molding",23
"sded",23
"50yowm",23
"x6",23
"tore",23
"ctr",23
"33yowm",23
"catering",23
"port",23
"midline",23
"rushing",23
"10fth",23
"fracturing",23
"race",23
"contuison",23
"shoulderpain",23
"silo",23
"gt",23
"keeper",23
"leaking",23
"string",23
"nights",23
"responded",23
"sternum",23
"30lb",23
"fac",23
"clear",23
"35yowm",23
"prox",23
"duties",23
"sustaineda",23
"volts",23
"jarred",23
"bundles",23
"super",23
"presenting",23
"ck",23
"chestpain",22
"lite",22
"fume",22
"mill",22
"diarrhea",22
"5pm",22
"hanger",22
"weekend",22
"pliers",22
"waist",22
"spleen",22
"19yowf",22
"half",22
"whiel",22
"upset",22
"sprian",22
