"word","n"
"force",45
"friend",45
"generalized",45
"harness",45
"held",45
"herniated",45
"intox",45
"logs",45
"plank",45
"plateau",45
"preparing",45
"product",45
"renal",45
"scapel",45
"sdh",45
"secondary",45
"section",45
"separation",45
"support",45
"tender",45
"5ft",44
"apprehend",44
"barbed",44
"bht",44
"bicycle",44
"bya",44
"carry",44
"cervicalgia",44
"coal",44
"handcuffs",44
"horses",44
"instructor",44
"jackhammer",44
"jump",44
"lat",44
"leaf",44
"lo",44
"mine",44
"nd",44
"postal",44
"sah",44
"salt",44
"screen",44
"sodium",44
"tape",44
"tips",44
"x5",44
"20ft",43
"25yowm",43
"associated",43
"bees",43
"bib",43
"bugs",43
"bushes",43
"chart",43
"chute",43
"cleaned",43
"contacts",43
"dioxide",43
"embedded",43
"fel",43
"injecting",43
"inthe",43
"involving",43
"lately",43
"mandible",43
"meds",43
"member",43
"nailgun",43
"pcp",43
"rom",43
"salon",43
"squirted",43
"stabbing",43
"steer",43
"subjects",43
"testicles",43
"th",43
"treatment",43
"4ft",42
"amb",42
"beams",42
"cylinder",42
"decreased",42
"derm",42
"ever",42
"firetruck",42
"flushing",42
"homeless",42
"immediately",42
"involves",42
"lifitng",42
"lodged",42
"metallic",42
"nite",42
"painin",42
"pinning",42
"pruritic",42
"risk",42
"sawing",42
"sewer",42
"shifted",42
"sorting",42
"toed",42
"types",42
"vaginal",42
"vomit",42
"woods",42
"wor",42
"9am",41
"angle",41
"arrival",41
"atypical",41
"bearing",41
"come",41
"contents",41
"cyst",41
"directing",41
"dr",41
"duct",41
"excessive",41
"extremities",41
"furnace",41
"globe",41
"hallway",41
"heparin",41
"intractable",41
"knive",41
"olecranon",41
"produce",41
"punch",41
"returned",41
"rhabdomyolysis",41
"sick",41
"spitting",41
"tofinger",41
"touching",41
"towards",41
"unspec",41
"vomited",41
"wasp",41
"whenhe",41
"100lb",40
"300lb",40
"4cm",40
"bank",40
"bbp",40
"blistering",40
"blowing",40
"brace",40
"bringing",40
"choked",40
"fatigue",40
"hazardous",40
"heating",40
"heels",40
"intracranial",40
"involvement",40
"raised",40
"ray",40
"ripped",40
"rollers",40
"scrotal",40
"status",40
"stepladder",40
"sunburn",40
"temporal",40
"victim",40
"whileworking",40
"zip",40
"20yowm",39
"4pm",39
"adjusting",39
"administering",39
"allergy",39
"bathtub",39
"brought",39
"brushed",39
"cocaine",39
"figner",39
"filter",39
"fired",39
"frontal",39
"groceries",39
"gurney",39
"hall",39
"highway",39
"microwave",39
"pounds",39
"ride",39
"sauce",39
"scapular",39
"shavings",39
"squeezed",39
"ss",39
"stripping",39
"suv",39
"transport",39
"trapped",39
"ultraviolet",39
"24yowm",38
"2pm",38
"4d",38
"90",38
"attempt",38
"cast",38
"challenged",38
"countertop",38
"degloving",38
"deployment",38
"dragged",38
"dusty",38
"fertilizer",38
"flap",38
"fries",38
"grip",38
"intoxicated",38
"irrigating",38
"know",38
"mouse",38
"nauseated",38
"neuropathy",38
"particles",38
"ped",38
"portable",38
"scrotum",38
"sharps",38
"shld",38
"slow",38
"soccer",38
"split",38
"stump",38
"swell",38
"test",38
"thorn",38
"told",38
"vacuuming",38
"walker",38
"washed",38
"washes",38
"10am",37
"21yowm",37
"35",37
"bagel",37
"bulldozer",37
"caregiver",37
"carpeted",37
"chop",37
"complained",37
"couldn",37
"doesn",37
"epistaxis",37
"exiting",37
"extensive",37
"finge",37
"flip",37
"helped",37
"hinge",37
"hydroxide",37
"illness",37
"kicking",37
"penis",37
"physically",37
"pregnancy",37
"remember",37
"residents",37
"shldr",37
"smell",37
"sometimes",37
"steak",37
"strains",37
"supermarket",37
"throw",37
"trap",37
"whe",37
"1pm",36
"assisted",36
"automatic",36
"bars",36
"brief",36
"carnival",36
"cerebral",36
"cracked",36
"deer",36
"enclosed",36
"excerbation",36
"fair",36
"generator",36
"heated",36
"hoist",36
"lever",36
"lump",36
"mallet",36
"ot",36
"pharmacy",36
"punc",36
"pushes",36
"ranch",36
"rescue",36
"salad",36
"show",36
"sneaker",36
"sprayer",36
"steamer",36
"subungal",36
"suspected",36
"swerved",36
"tarp",36
"therapist",36
"tote",36
"wt",36
"15ft",35
"23",35
"3wks",35
"abg",35
"amount",35
"anxiety",35
"bales",35
"carpel",35
"diffuse",35
"effect",35
"embankment",35
"exam",35
"freight",35
"gen",35
"hollow",35
"le",35
"lifeguard",35
"limbs",35
"mixed",35
"onion",35
"plugging",35
"punching",35
"quite",35
"rubbing",35
"slipepd",35
"sole",35
"stocker",35
"toenail",35
"urticaria",35
"wrap",35
"22yowm",34
"2days",34
"arterial",34
"behavioral",34
"bones",34
"brow",34
"carpentry",34
"carried",34
"classroom",34
"coach",34
"county",34
"cpk",34
"daysago",34
"dazed",34
"dorsal",34
"escorting",34
"five",34
"flexor",34
"flying",34
"gauge",34
"guy",34
"irritated",34
"lighting",34
"liquor",34
"motorized",34
"outdoors",34
"pai",34
"paresthesias",34
"perfume",34
"picker",34
"plumbing",34
"poured",34
"products",34
"sandwich",34
"sanitizer",34
"sites",34
"spinning",34
"start",34
"strong",34
"structure",34
"stud",34
"thc",34
"torso",34
"wagon",34
"21yowf",33
"6pm",33
"apatient",33
"batteries",33
"beds",33
"book",33
"chase",33
"cinderblock",33
"climbed",33
"closet",33
"coat",33
"coil",33
"college",33
"dance",33
"dn",33
"driveway",33
"ejected",33
"every",33
"extensor",33
"grazed",33
"heroin",33
"hydrogen",33
"ina",33
"int",33
"lamp",33
"maching",33
"myalgia",33
"paraspinal",33
"playground",33
"plow",33
"racks",33
"replacing",33
"restraint",33
"rolls",33
"route",33
"sound",33
"stapler",33
"subarachnoid",33
"tackling",33
"trailor",33
"zoo",33
"200lb",32
"20lb",32
"27yowm",32
"altered",32
"antifreeze",32
"bac",32
"blender",32
"bt",32
"bv",32
"cabinets",32
"chestwall",32
"commercial",32
"containing",32
"correctional",32
"custodian",32
"eyewear",32
"failed",32
"fallen",32
"fields",32
"flatbed",32
"flour",32
"foley",32
"headed",32
"industerial",32
"iritis",32
"knob",32
"lft",32
"lif",32
"makes",32
"market",32
"minutes",32
"money",32
"naus",32
"os",32
"palpitations",32
"pane",32
"periorbital",32
"pesticide",32
"picture",32
"previous",32
"resolved",32
"rob",32
"seeing",32
"seek",32
"serrated",32
"sever",32
"spot",32
"stretching",32
"tangled",32
"truss",32
"turkey",32
"uti",32
"wasn",32
"wednesday",32
"xrays",32
"ams",31
"apartment",31
"asleep",31
"bad",31
"bale",31
"bore",31
"brain",31
"bronchitis",31
"bundle",31
"cables",31
"calcaneal",31
"conveyer",31
"crew",31
"crossing",31
"developped",31
"different",31
"electrocuted",31
"fingerdx",31
"flame",31
"flames",31
"flu",31
"imm",31
"injected",31
"kegs",31
"kid",31
"lacerationto",31
"leave",31
"lines",31
"orbit",31
"pa",31
"pistol",31
"pitbull",31
"prep",31
"problems",31
"ringing",31
"scaphoid",31
"sofa",31
"spends",31
"spreading",31
"squad",31
"stroke",31
"struggling",31
"taken",31
"tent",31
"tracks",31
"tuesday",31
"volt",31
"wiring",31
"ws",31
"19",30
"22",30
"37yowm",30
"age",30
"amt",30
"ap",30
"asst",30
"banging",30
"barrier",30
"changed",30
"chipper",30
"commode",30
"court",30
"deploy",30
"didnt",30
"digger",30
"dispenser",30
"everyday",30
"expos",30
"fibular",30
"garden",30
"gears",30
"guardrail",30
"headbutted",30
"heavey",30
"holder",30
"hooking",30
"ion",30
"jar",30
"l2",30
"land",30
"leaves",30
"linens",30
"lptms",30
"malfunctioned",30
"mt",30
"neckpain",30
"needles",30
"palmar",30
"patron",30
"pierced",30
"player",30
"printer",30
"rat",30
"really",30
"saline",30
"seatbelt",30
"seated",30
"slight",30
"staircase",30
"summer",30
"sweating",30
"sz",30
"twinge",30
"ulcer",30
"weather",30
"worktoday",30
"wtih",30
"20fth",29
"29yowm",29
"2wa",29
"31yowm",29
"40lb",29
"45yowm",29
"80lb",29
"anaphylaxis",29
"asa",29
"bracket",29
"chickens",29
"cords",29
"dashboard",29
"de",29
"ex",29
"fifth",29
"foam",29
"forced",29
"fourth",29
"herniation",29
"hyperextension",29
"initially",29
"juvenile",29
"knelt",29
"lady",29
"lowering",29
"mix",29
"movie",29
"normal",29
"notes",29
"owner",29
"parks",29
"partially",29
"released",29
"repositioning",29
"resisting",29
"scale",29
"searching",29
"sneakers",29
"socket",29
"socks",29
"spark",29
"sprains",29
"temp",29
"throughout",29
"toy",29
"tues",29
"tweaked",29
"warm",29
"wax",29
"waxing",29
"whipped",29
"wiping",29
"years",29
"1hr",28
"1wa",28
"34yowm",28
"400lb",28
"52yowm",28
"ache",28
"activities",28
"argument",28
"axe",28
"barge",28
"boxer",28
"cane",28
"coaching",28
"contusio",28
"crank",28
"cruiser",28
"current",28
"detention",28
"disturbed",28
"dvt",28
"entering",28
"eyeballs",28
"failure",28
"feces",28
"fever",28
"flower",28
"gradual",28
"healing",28
"information",28
"jamb",28
"kick",28
"lead",28
"lights",28
"loud",28
"lumbarstrain",28
"median",28
"mr",28
"mulch",28
"persons",28
"ready",28
"restraunt",28
"sheriff",28
"sideswiped",28
"sprinkler",28
"sternal",28
"stripper",28
"supervisor",28
"team",28
"trench",28
"trigger",28
"urgent",28
"vase",28
"wedged",28
"whose",28
"witha",28
"xs",28
"20yowf",27
"36yowm",27
"aching",27
"adult",27
"affected",27
"afterwards",27
"baggage",27
"bagging",27
"barber",27
"chipped",27
"complete",27
"currently",27
"dealing",27
"doorway",27
"drills",27
"dumping",27
"excerbating",27
"experiencing",27
"external",27
"frostbite",27
"handcuffing",27
"helicopter",27
"hockey",27
"increase",27
"injuried",27
"instruments",27
"inventory",27
"itch",27
"kidney",27
"misstepped",27
"never",27
"newspaper",27
"ng",27
"o2",27
"occipital",27
"pay",27
"pieceof",27
"plaster",27
"plug",27
"porch",27
"practice",27
"private",27
"project",27
"rabies",27
"sacrum",27
"shuttle",27
"significant",27
"stadium",27
"steal",27
"supply",27
"sx",27
"testing",27
"thick",27
"thing",27
"trach",27
"triggered",27
"trimmers",27
"vial",27
"waking",27
"waxed",27
"wi",27
"32yowm",26
"43yowm",26
"53yowm",26
"5fth",26
"75",26
"8am",26
"aft",26
"awkward",26
"backdx",26
"barrels",26
"bath",26
"boosting",26
"boxing",26
"cargo",26
"climbs",26
"dehydrated",26
"dementia",26
"diabetic",26
"doorframe",26
"dressing",26
"flexed",26
"handed",26
"hm",26
"incline",26
"including",26
"jug",26
"knives",26
"latch",26
"lathe",26
"lemons",26
"lenses",26
"mailbox",26
"meniscus",26
"mother",26
"muffler",26
"noise",26
"obs",26
"packaging",26
"panels",26
"patch",26
"penetrating",26
"peppers",26
"pet",26
"picks",26
"point",26
"portion",26
"potato",26
"practicing",26
"providing",26
"quadriceps",26
"rehab",26
"replacement",26
"respiratory",26
"secretions",26
"sewage",26
"shrimp",26
"soaked",26
"splitter",26
"stomped",26
"tanks",26
"tbsa",26
"tension",26
"thinner",26
"towels",26
"trans",26
"tug",26
"visitor",26
"21",25
"24yowf",25
"27yowf",25
"3am",25
"6fth",25
"aircraft",25
"alleged",25
"amp",25
"arthritis",25
"better",25
"bins",25
"boy",25
"butter",25
"ch",25
"cleaners",25
"con",25
"contractor",25
"contruction",25
"counselor",25
"custody",25
"descending",25
"desert",25
"develop",25
"drunk",25
"dxlaceration",25
"etiology",25
"extra",25
"fabric",25
"faint",25
"fingerlac",25
"grooming",25
"hardware",25
"hardwood",25
"hauling",25
"heavylifting",25
"homes",25
"id",25
"inadvertently",25
"irrigation",25
"jacket",25
"l4",25
"machete",25
"machinary",25
"myositis",25
"occupation",25
"onduty",25
"ontop",25
"opener",25
"oral",25
"pathogen",25
"peg",25
"prob",25
"program",25
"purse",25
"pursuing",25
"refused",25
"req",25
"rotating",25
"scratching",25
"septic",25
"shears",25
"ship",25
"shipping",25
"showing",25
"shutting",25
"simple",25
"size",25
"sleeping",25
"smelled",25
"staples",25
"strianed",25
"stylist",25
"sulfuric",25
"temple",25
"thoracolumbar",25
"unemployed",25
"unresponsive",25
"weeds",25
"whle",25
"wrapped",25
"yellow",25
"15fth",24
"39yowm",24
"3da",24
"3days",24
"41yowm",24
"54yowm",24
"5d",24
"600",24
"ain",24
"alarm",24
"ambulating",24
"appliances",24
"avulsed",24
"beans",24
"carring",24
"changes",24
"chased",24
"childrens",24
"complaint",24
"contused",24
"crash",24
"developing",24
"dogbite",24
"dxback",24
"emotionally",24
"exercising",24
"father",24
"fellow",24
"flipping",24
"framing",24
"froma",24
"grade",24
"ham",24
"handdx",24
"hoe",24
"holes",24
"hydrolic",24
"ill",24
"impacted",24
"inury",24
"leaked",24
"lifter",24
"looked",24
"lung",24
"machinist",24
"massage",24
"maybe",24
"mcp",24
"meth",24
"migraine",24
"notice",24
"onher",24
"onhis",24
"otitis",24
"penetrated",24
"poles",24
"psychiatric",24
"pubic",24
"residence",24
"rif",24
"ripping",24
"root",24
"routine",24
"rx",24
"scooter",24
"services",24
"shaking",24
"sheetmetal",24
"smelling",24
"solid",24
"squeezing",24
"storage",24
"television",24
"ton",24
"torn",24
"trouble",24
"vertebra",24
"via",24
"voltage",24
"watching",24
"wo",24
"wore",24
"workin",24
"wrapping",24
"10fth",23
"25yowf",23
"28",23
"30lb",23
"33yowm",23
"35yowm",23
"47yowm",23
"4da",23
"50yowm",23
"6cm",23
"abuse",23
"arc",23
"arch",23
"border",23
"bulge",23
"bundles",23
"busy",23
"catering",23
"ck",23
"clear",23
"climb",23
"collapse",23
"concern",23
"contuison",23
"coolant",23
"cornealabrasion",23
"coworkers",23
"ctr",23
"cups",23
"disinfectant",23
"disorder",23
"drinks",23
"drivers",23
"duties",23
"fac",23
"fracturing",23
"french",23
"gt",23
"headaches",23
"headinjury",23
"humeral",23
"jarred",23
"keeper",23
"kneepain",23
"layer",23
"leaking",23
"live",23
"loads",23
"look",23
"lying",23
"mention",23
"midline",23
"molding",23
"nights",23
"occurring",23
"opain",23
"photokeratitis",23
"piano",23
"port",23
"presenting",23
"processing",23
"prox",23
"public",23
"race",23
"rake",23
"responded",23
"result",23
"rushing",23
"sded",23
"sec",23
"shed",23
"shoulderpain",23
"silo",23
"sternum",23
"stones",23
"string",23
"super",23
"sustaineda",23
"sw",23
"t12",23
"tail",23
"ten",23
"tetanus",23
"tore",23
"trainer",23
"volts",23
"wheelchairs",23
"x6",23
"1000",22
"150",22
"19yowf",22
"23yowf",22
"26yowf",22
"31",22
"3ft",22
"49yowm",22
"500lb",22
"5pm",22
"art",22
"bloodborne",22
"bruised",22
"bullet",22
"cabbage",22
"cactus",22
"canal",22
"casino",22
"cervicle",22
"chestpain",22
"compartment",22
"complaints",22
"concert",22
"degrees",22
"delivers",22
"detaining",22
"diaphoretic",22
"diarrhea",22
"drilled",22
"eating",22
"either",22
"escalator",22
"fin",22
"fine",22
"flung",22
"fo",22
"fry",22
"fume",22
"gluteal",22
"half",22
"handcuff",22
"hanger",22
"hematuria",22
"hewas",22
"itchiness",22
"laundromat",22
"lemon",22
"lesion",22
"lite",22
"lowerleg",22
"marijuana",22
"mattresses",22
"meniscal",22
"mill",22
"mrsa",22
"nurses",22
"pca",22
"piping",22
"pliers",22
"pneumatic",22
"prepatellar",22
"pressurized",22
"pulls",22
"radicular",22
"raw",22
"sacroiliac",22
"scrape",22
"screws",22
"sleeve",22
"slice",22
"somebody",22
"son",22
"spleen",22
"sprian",22
"stall",22
"stiff",22
"strip",22
"swing",22
"tboned",22
"tossing",22
"tp",22
"ups",22
"upset",22
"valet",22
"vapors",22
"volar",22
"waist",22
"weekend",22
"weighed",22
"whiel",22
"whole",22
"12ft",21
"17",21
"250",21
"26",21
"7pm",21
"achy",21
"ack",21
"ar",21
"automotive",21
"axilla",21
"bay",21
"bedside",21
"bleachers",21
"booth",21
"bronchospasm",21
"bruises",21
"buffing",21
"bush",21
"button",21
"carwash",21
"clsd",21
"coccygeal",21
"collecting",21
"deliver",21
"demented",21
"develoepd",21
"disconnecting",21
"draining",21
"dull",21
"emergency",21
"exercises",21
"exertion",21
"exit",21
"fingertips",21
"fuse",21
"headon",21
"hepatitis",21
"housing",21
"impaled",21
"irritant",21
"jeans",21
"litter",21
"logging",21
"losing",21
"meeting",21
"merchandise",21
"mini",21
"musc",21
"nearly",21
"noon",21
"planted",21
"planting",21
"pumping",21
"punture",21
"ratchet",21
"record",21
"repaired",21
"repetitively",21
"research",21
"rotor",21
"scrubbing",21
"sheep",21
"shins",21
"shoot",21
"soil",21
"specimen",21
"spent",21
"struggle",21
"sutured",21
"tachycardia",21
"talking",21
"toward",21
"transporter",21
"unkn",21
"vehicles",21
"vending",21
"visiting",21
"waiting",21
"wiped",21
"wokr",21
"workand",21
"28yowm",20
"30yowf",20
"46yowm",20
"abruptly",20
"ad",20
"adhesive",20
"aggitated",20
"animals",20
"apple",20
"atsubject",20
"blue",20
"bodyfluid",20
"br",20
"breaker",20
"buckle",20
"cake",20
"calves",20
"charged",20
"cherry",20
"chipping",20
"collateral",20
"collector",20
"confusion",20
"congestion",20
"const",20
"corrections",20
"difficult",20
"dip",20
"discharged",20
"evaluation",20
"exts",20
"eyedx",20
"fainted",20
"fellonto",20
"femoral",20
"ferry",20
"finished",20
"flare",20
"flights",20
"funny",20
"goat",20
"gradually",20
"handing",20
"heads",20
"husband",20
"ignited",20
"illegal",20
"impacting",20
"ith",20
"l5",20
"leash",20
"mason",20
"natural",20
"od",20
"om",20
"overturned",20
"owns",20
"pant",20
"pian",20
"pip",20
"polishing",20
"probable",20
"pulmonary",20
"raking",20
"rammed",20
"range",20
"rattlesnake",20
"regularly",20
"rooms",20
"rungs",20
"scleral",20
"scorpion",20
"similar",20
"soldering",20
"solvent",20
"splits",20
"strai",20
"stretched",20
"subway",20
"syn",20
"tower",20
"treating",20
"try",20
"tue",20
"vault",20
"vinyl",20
"walls",20
"ward",20
"women",20
"wrestled",20
"12pm",19
"27",19
"30yowm",19
"38",19
"38yowm",19
"4fth",19
"9pm",19
"aki",19
"ambulation",19
"apin",19
"appliance",19
"applying",19
"areas",19
"arrested",19
"arts",19
"attending",19
"attention",19
"ba",19
"baler",19
"basis",19
"bookcase",19
"chips",19
"clerk",19
"clip",19
"closedhead",19
"cross",19
"dead",19
"dentist",19
"dragging",19
"escape",19
"firehouse",19
"flr",19
"frac",19
"fs",19
"gof",19
"gr",19
"groomer",19
"gust",19
"hea",19
"heart",19
"humrus",19
"hung",19
"hydrant",19
"install",19
"installer",19
"jagged",19
"junk",19
"key",19
"lidocaine",19
"lifing",19
"lime",19
"link",19
"liver",19
"longer",19
"lose",19
"medic",19
"miss",19
"none",19
"nut",19
"odor",19
"pail",19
"pcs",19
"pedal",19
"puncturing",19
"reported",19
"runs",19
"sample",19
"sciatic",19
"search",19
"separate",19
"shards",19
"sholder",19
"sideways",19
"spike",19
"stake",19
"stationary",19
"storm",19
"subluxation",19
"suspects",19
"ticket",19
"toface",19
"touch",19
"transverse",19
"uds",19
"umbrella",19
"unclear",19
"upright",19
"usually",19
"veggies",19
"vertebral",19
"viral",19
"wd",19
"weld",19
"29yowf",18
"350",18
"44yowm",18
"55yowm",18
"60lb",18
"accidnetly",18
"andhit",18
"angioedema",18
"anhydrous",18
"anklesprain",18
"apiece",18
"assembling",18
"assulted",18
"backpack",18
"bailer",18
"baker",18
"baking",18
"bell",18
"belly",18
"beneath",18
"betw",18
"blown",18
"boulder",18
"bulging",18
"carpets",18
"cartons",18
"choking",18
"christmas",18
"circuit",18
"cohgb",18
"complicated",18
