"word","n","stem"
"uneven",123,"uneven"
"100",122,"100"
"milk",122,"milk"
"non",122,"non"
"shooting",122,"shoot"
"shopping",122,"shop"
"swung",122,"swung"
"twist",122,"twist"
"ball",121,"ball"
"boned",121,"bone"
"carpenter",121,"carpent"
"emptying",121,"empti"
"hydraulic",121,"hydraul"
"m",121,"m"
"package",121,"packag"
"shingles",121,"shingl"
"lowbackpain",120,"lowbackpain"
"lwbs",120,"lwbs"
"often",120,"often"
"plates",120,"plate"
"radial",120,"radial"
"tables",120,"tabl"
"cooler",119,"cooler"
"found",119,"found"
"rod",119,"rod"
"shattered",119,"shatter"
"snapped",119,"snap"
"testicular",119,"testicular"
"latex",118,"latex"
"lowback",118,"lowback"
"perpetrator",118,"perpetr"
"sanitation",118,"sanit"
"camp",117,"camp"
"chopping",117,"chop"
"comes",117,"come"
"deformity",117,"deform"
"loader",117,"loader"
"md",117,"md"
"shirt",117,"shirt"
"wheezing",117,"wheez"
"details",116,"detail"
"episode",116,"episod"
"field",116,"field"
"gear",116,"gear"
"battery",115,"batteri"
"boiling",115,"boil"
"clavicle",115,"clavicl"
"disc",115,"disc"
"hour",115,"hour"
"local",115,"local"
"ac",114,"ac"
"didn",114,"didn"
"drives",114,"drive"
"panel",114,"panel"
"paramedic",114,"paramed"
"paronychia",114,"paronychia"
"airbags",113,"airbag"
"cap",113,"cap"
"constant",113,"constant"
"exac",113,"exac"
"foosh",113,"foosh"
"backed",112,"back"
"criminal",112,"crimin"
"maintenance",112,"mainten"
"shower",112,"shower"
"sit",112,"sit"
"25",111,"25"
"breathing",111,"breath"
"compression",111,"compress"
"damage",111,"damag"
"grab",111,"grab"
"lots",111,"lot"
"occupational",111,"occup"
"patella",111,"patella"
"stove",111,"stove"
"turn",111,"turn"
"upon",111,"upon"
"class",110,"class"
"clothes",110,"cloth"
"mixer",110,"mixer"
"propane",110,"propan"
"responding",110,"respond"
"stone",110,"stone"
"vegetables",110,"veget"
"worsened",110,"worsen"
"biceps",109,"bicep"
"close",109,"close"
"deployed",109,"deploy"
"epicondylitis",109,"epicondyl"
"pocket",109,"pocket"
"prevent",109,"prevent"
"rd",109,"rd"
"autistic",108,"autist"
"brush",108,"brush"
"cans",108,"can"
"glf",108,"glf"
"instrument",108,"instrument"
"moderate",108,"moder"
"mths",108,"mths"
"phone",108,"phone"
"underneath",108,"underneath"
"cafeteria",107,"cafeteria"
"lumbago",107,"lumbago"
"ns",107,"ns"
"subungual",107,"subungu"
"uv",107,"uv"
"2x4",106,"2x4"
"bike",106,"bike"
"crates",106,"crate"
"med",106,"med"
"metatarsal",106,"metatars"
"spat",106,"spat"
"tib",106,"tib"
"tiles",106,"tile"
"attendant",105,"attend"
"bloody",105,"bloodi"
"caring",105,"care"
"hood",105,"hood"
"hosp",105,"hosp"
"jail",105,"jail"
"sat",105,"sat"
"splash",105,"splash"
"stuff",105,"stuff"
"swinging",105,"swing"
"barrel",104,"barrel"
"cheese",104,"chees"
"hold",104,"hold"
"next",104,"next"
"typing",104,"type"
"hat",103,"hat"
"mph",103,"mph"
"period",103,"period"
"repetative",103,"repet"
"scratch",103,"scratch"
"60",102,"60"
"comp",102,"comp"
"hill",102,"hill"
"mask",102,"mask"
"pants",102,"pant"
"quickly",102,"quick"
"sand",102,"sand"
"airbag",101,"airbag"
"amputated",101,"amput"
"deck",101,"deck"
"fri",101,"fri"
"gsw",101,"gsw"
"increasing",101,"increas"
"rn",101,"rn"
"trucks",101,"truck"
"cases",100,"case"
"central",100,"central"
"complex",100,"complex"
"drain",100,"drain"
"hypodermic",100,"hypoderm"
"level",100,"level"
"lumber",100,"lumber"
"pains",100,"pain"
"snap",100,"snap"
"strap",100,"strap"
"unsure",100,"unsur"
"butted",99,"but"
"continued",99,"continu"
"difficulty",99,"difficulti"
"dolly",99,"dolli"
"frozen",99,"frozen"
"insulation",99,"insul"
"dresser",98,"dresser"
"ext",98,"ext"
"filled",98,"fill"
"inhaling",98,"inhal"
"needs",98,"need"
"assailant",97,"assail"
"coughing",97,"cough"
"daycare",97,"daycar"
"dish",97,"dish"
"fast",97,"fast"
"service",97,"servic"
"thorax",97,"thorax"
"5cm",96,"5cm"
"achilles",96,"achill"
"complains",96,"complain"
"couch",96,"couch"
"granite",96,"granit"
"movements",96,"movement"
"myofascial",96,"myofasci"
"people",96,"peopl"
"screwdriver",96,"screwdriv"
"thickness",96,"thick"
"wrists",96,"wrist"
"avoid",95,"avoid"
"clothing",95,"cloth"
"crack",95,"crack"
"doors",95,"door"
"events",95,"event"
"fighter",95,"fighter"
"given",95,"given"
"limb",95,"limb"
"pump",95,"pump"
"teaching",95,"teach"
"burnt",94,"burnt"
"ditch",94,"ditch"
"exacerbated",94,"exacerb"
"flat",94,"flat"
"hep",94,"hep"
"nh",94,"nh"
"ona",94,"ona"
"push",94,"push"
"rust",94,"rust"
"skull",94,"skull"
"sp",94,"sp"
"sweeping",94,"sweep"
"tenderness",94,"tender"
"tuft",94,"tuft"
"wires",94,"wire"
"1cm",93,"1cm"
"2cm",93,"2cm"
"activity",93,"activ"
"anterior",93,"anterior"
"boxcutter",93,"boxcutt"
"patellar",93,"patellar"
"recent",93,"recent"
"required",93,"requir"
"shortness",93,"short"
"tick",93,"tick"
"16",92,"16"
"arrives",92,"arriv"
"bottles",92,"bottl"
"brake",92,"brake"
"flooring",92,"floor"
"mth",92,"mth"
"sens",92,"sen"
"soap",92,"soap"
"solution",92,"solut"
"vet",92,"vet"
"50lb",91,"50lb"
"cerv",91,"cerv"
"painter",91,"painter"
"sledgehammer",91,"sledgehamm"
"sliding",91,"slide"
"transmission",91,"transmiss"
"200",90,"200"
"ama",90,"ama"
"fireman",90,"fireman"
"fish",90,"fish"
"known",90,"known"
"shovel",90,"shovel"
"digits",89,"digit"
"intermittent",89,"intermitt"
"pneumothorax",89,"pneumothorax"
"set",89,"set"
"soda",89,"soda"
"subdue",89,"subdu"
"aof",88,"aof"
"apprehending",88,"apprehend"
"displaced",88,"displac"
"ff",88,"ff"
"fixture",88,"fixtur"
"football",88,"footbal"
"hd",88,"hd"
"immediate",88,"immedi"
"materials",88,"materi"
"pickup",88,"pickup"
"pile",88,"pile"
"stomach",88,"stomach"
"tools",88,"tool"
"volunteering",88,"volunt"
"chainsaw",87,"chainsaw"
"inciting",87,"incit"
"ligament",87,"ligament"
"monday",87,"monday"
"mop",87,"mop"
"pavement",87,"pavement"
"st",87,"st"
"x4",87,"x4"
"aches",86,"ach"
"active",86,"activ"
"footing",86,"foot"
"heater",86,"heater"
"mo",86,"mo"
"muscular",86,"muscular"
"shelter",86,"shelter"
"sore",86,"sore"
"three",86,"three"
"traffic",86,"traffic"
"u",86,"u"
"11",85,"11"
"30am",85,"30am"
"bench",85,"bench"
"dough",85,"dough"
"drum",85,"drum"
"edp",85,"edp"
"medial",85,"medial"
"park",85,"park"
"proximal",85,"proxim"
"rocks",85,"rock"
"saliva",85,"saliva"
"soup",85,"soup"
"tv",85,"tv"
"wc",85,"wc"
"base",84,"base"
"made",84,"made"
"present",84,"present"
"shifts",84,"shift"
"bounced",83,"bounc"
"directly",83,"direct"
"dollie",83,"dolli"
"excerbated",83,"excerb"
"fascitis",83,"fasciti"
"gallon",83,"gallon"
"gravel",83,"gravel"
"mirror",83,"mirror"
"motions",83,"motion"
"pair",83,"pair"
"spraying",83,"spray"
"spring",83,"spring"
"stacking",83,"stack"
"stage",83,"stage"
"tailbone",83,"tailbon"
"walks",83,"walk"
"wear",83,"wear"
"atv",82,"atv"
"blurry",82,"blurri"
"bodily",82,"bodili"
"carries",82,"carri"
"cold",82,"cold"
"couple",82,"coupl"
"fists",82,"fist"
"lettuce",82,"lettuc"
"nails",82,"nail"
"oxygen",82,"oxygen"
"pinch",82,"pinch"
"slashed",82,"slash"
"basket",81,"basket"
"bricks",81,"brick"
"burst",81,"burst"
"employer",81,"employ"
"moves",81,"move"
"neg",81,"neg"
"packing",81,"pack"
"paindx",81,"paindx"
"pelvis",81,"pelvi"
"shaft",81,"shaft"
"take",81,"take"
"torch",81,"torch"
"300",80,"300"
"bartender",80,"bartend"
"injuries",80,"injuri"
"re",80,"re"
"resulted",80,"result"
"symptoms",80,"symptom"
"violent",80,"violent"
"adm",79,"adm"
"broom",79,"broom"
"height",79,"height"
"orbital",79,"orbit"
"rebar",79,"rebar"
"sof",79,"sof"
"syncopal",79,"syncop"
"tendinitis",79,"tendin"
"academy",78,"academi"
"apart",78,"apart"
"assembly",78,"assembl"
"bakery",78,"bakeri"
"blocks",78,"block"
"carrier",78,"carrier"
"dyspnea",78,"dyspnea"
"gym",78,"gym"
"lll",78,"lll"
"newspapers",78,"newspap"
"obese",78,"obes"
"radiation",78,"radiat"
"steering",78,"steer"
"aid",77,"aid"
"device",77,"devic"
"digging",77,"dig"
"janitor",77,"janitor"
"operator",77,"oper"
"packages",77,"packag"
"plumber",77,"plumber"
"safe",77,"safe"
"saturday",77,"saturday"
"sheets",77,"sheet"
"state",77,"state"
"supplies",77,"suppli"
"tailgate",77,"tailgat"
"thursday",77,"thursday"
"baseball",76,"basebal"
"g",76,"g"
"potatoes",76,"potato"
"specific",76,"specif"
"transfer",76,"transfer"
"transferred",76,"transfer"
"tubing",76,"tube"
"windows",76,"window"
"wine",76,"wine"
"xray",76,"xray"
"30pm",75,"30pm"
"basement",75,"basement"
"cell",75,"cell"
"contusionto",75,"contusionto"
"department",75,"depart"
"drop",75,"drop"
"extinguisher",75,"extinguish"
"family",75,"famili"
"inner",75,"inner"
"jamming",75,"jam"
"knocking",75,"knock"
"lacerating",75,"lacer"
"manhole",75,"manhol"
"popping",75,"pop"
"splashing",75,"splash"
"testicle",75,"testicl"
"tie",75,"tie"
"tomatoes",75,"tomato"
"workplace",75,"workplac"
"aspect",74,"aspect"
"conj",74,"conj"
"cup",74,"cup"
"demolition",74,"demolit"
"dorsum",74,"dorsum"
"drive",74,"drive"
"drug",74,"drug"
"elevated",74,"elev"
"gotten",74,"gotten"
"lancet",74,"lancet"
"setting",74,"set"
"3d",73,"3d"
"bend",73,"bend"
"bridge",73,"bridg"
"butcher",73,"butcher"
"club",73,"club"
"confused",73,"confus"
"dancing",73,"danc"
"extended",73,"extend"
"farmer",73,"farmer"
"icy",73,"ici"
"mechanism",73,"mechan"
"numb",73,"numb"
"process",73,"process"
"pulley",73,"pulley"
"says",73,"say"
"2wks",72,"2wks"
"attack",72,"attack"
"blurred",72,"blur"
"bp",72,"bp"
"bulb",72,"bulb"
"called",72,"call"
"chlorine",72,"chlorin"
"copper",72,"copper"
"drove",72,"drove"
"edema",72,"edema"
"feel",72,"feel"
"keg",72,"keg"
"many",72,"mani"
"mixing",72,"mix"
"parked",72,"park"
"pepper",72,"pepper"
"posterior",72,"posterior"
"shlder",72,"shlder"
"short",72,"short"
"substance",72,"substanc"
"vacuum",72,"vacuum"
"able",71,"abl"
"attic",71,"attic"
"ecchymosis",71,"ecchymosi"
"fr",71,"fr"
"jobs",71,"job"
"k",71,"k"
"let",71,"let"
"loss",71,"loss"
"men",71,"men"
"monitor",71,"monitor"
"motorcycle",71,"motorcycl"
"pouring",71,"pour"
"shoulders",71,"shoulder"
"tenosynovitis",71,"tenosynov"
"well",71,"well"
"whileat",71,"whileat"
"14",70,"14"
"1wk",70,"1wk"
"3cm",70,"3cm"
"airplane",70,"airplan"
"bouncer",70,"bouncer"
"disabled",70,"disabl"
"game",70,"game"
"grain",70,"grain"
"leaned",70,"lean"
"mashed",70,"mash"
"shots",70,"shot"
"shoudler",70,"shoudler"
"sputum",70,"sputum"
"thought",70,"thought"
"trimmer",70,"trimmer"
"boards",69,"board"
"bowl",69,"bowl"
"bruise",69,"bruis"
"city",69,"citi"
"corn",69,"corn"
"crashed",69,"crash"
"housekeeping",69,"housekeep"
"mowing",69,"mow"
"placed",69,"place"
"aggressive",68,"aggress"
"atr",68,"atr"
"awkwardly",68,"awkward"
"buckets",68,"bucket"
"bump",68,"bump"
"change",68,"chang"
"collided",68,"collid"
"file",68,"file"
"register",68,"regist"
"repairing",68,"repair"
"rung",68,"rung"
"seizure",68,"seizur"
"stair",68,"stair"
"stings",68,"sting"
"tibial",68,"tibial"
"ammonia",67,"ammonia"
"backache",67,"backach"
"butt",67,"butt"
"cows",67,"cow"
"hamstring",67,"hamstr"
"mental",67,"mental"
"mos",67,"mos"
"recycling",67,"recycl"
"robbed",67,"rob"
"sev",67,"sev"
"tennis",67,"tenni"
"ankles",66,"ankl"
"asphalt",66,"asphalt"
"checking",66,"check"
"course",66,"cours"
"crowbar",66,"crowbar"
"folding",66,"fold"
"four",66,"four"
"lacertion",66,"lacert"
"mattress",66,"mattress"
"pointer",66,"pointer"
"preg",66,"preg"
"radiator",66,"radiat"
"railroad",66,"railroad"
"scapula",66,"scapula"
"scraping",66,"scrape"
"telephone",66,"telephon"
"third",66,"third"
"valve",66,"valv"
"10ft",65,"10ft"
"6ft",65,"6ft"
"baby",65,"babi"
"boiler",65,"boiler"
"bumper",65,"bumper"
"butterfly",65,"butterfli"
"cash",65,"cash"
"clamp",65,"clamp"
"equip",65,"equip"
"exercise",65,"exercis"
"fasciitis",65,"fasciiti"
"glue",65,"glue"
"individual",65,"individu"
"lips",65,"lip"
"scuffle",65,"scuffl"
"accidentaly",64,"accidentali"
"aggravated",64,"aggrav"
"collision",64,"collis"
"diff",64,"diff"
"elbowed",64,"elbow"
"environment",64,"environ"
"extension",64,"extens"
"hives",64,"hive"
"ingestion",64,"ingest"
"lwot",64,"lwot"
"pd",64,"pd"
"pin",64,"pin"
"puddle",64,"puddl"
"ruptured",64,"ruptur"
"sacral",64,"sacral"
"spilling",64,"spill"
"track",64,"track"
"twice",64,"twice"
"almost",63,"almost"
"chairs",63,"chair"
"chisel",63,"chisel"
"compressor",63,"compressor"
"exhaust",63,"exhaust"
"experienced",63,"experienc"
"ladders",63,"ladder"
"locker",63,"locker"
"rec",63,"rec"
"space",63,"space"
"stress",63,"stress"
"swimming",63,"swim"
"apt",62,"apt"
"concussive",62,"concuss"
"grate",62,"grate"
"hedge",62,"hedg"
"mover",62,"mover"
"shoplifter",62,"shoplift"
"tight",62,"tight"
"tin",62,"tin"
"vent",62,"vent"
"cpr",61,"cpr"
"dogs",61,"dog"
"fix",61,"fix"
"grabbing",61,"grab"
"lawnmower",61,"lawnmow"
"marble",61,"marbl"
"might",61,"might"
"pedestrian",61,"pedestrian"
"planter",61,"planter"
"single",61,"singl"
"squatting",61,"squat"
"welders",61,"welder"
"auger",60,"auger"
"bear",60,"bear"
"bends",60,"bend"
"bleed",60,"bleed"
"blower",60,"blower"
"detergent",60,"deterg"
"dialysis",60,"dialysi"
"htn",60,"htn"
"mud",60,"mud"
"oak",60,"oak"
"rll",60,"rll"
"sanding",60,"sand"
"teeth",60,"teeth"
"thighs",60,"thigh"
"together",60,"togeth"
"tongue",60,"tongu"
"ulnar",60,"ulnar"
"upstairs",60,"upstair"
"500",59,"500"
"abcess",59,"abcess"
"ant",59,"ant"
"blisters",59,"blister"
"brakes",59,"brake"
"code",59,"code"
"costochondritis",59,"costochondr"
"cuts",59,"cut"
"drink",59,"drink"
"fly",59,"fli"
"gloved",59,"glove"
"icu",59,"icu"
"locked",59,"lock"
"lowerback",59,"lowerback"
"make",59,"make"
"nailbed",59,"nailb"
"partner",59,"partner"
"see",59,"see"
"server",59,"server"
"splattered",59,"splatter"
"straight",59,"straight"
"treated",59,"treat"
"tub",59,"tub"
"attended",58,"attend"
"cath",58,"cath"
"ceramic",58,"ceram"
"cream",58,"cream"
"erythema",58,"erythema"
"feeding",58,"feed"
"gets",58,"get"
"inch",58,"inch"
"keep",58,"keep"
"mentally",58,"mental"
"recall",58,"recal"
"robbery",58,"robberi"
"scabies",58,"scabi"
"sharpening",58,"sharpen"
"shelving",58,"shelv"
"tackled",58,"tackl"
"university",58,"univers"
"beginning",57,"begin"
"electrician",57,"electrician"
"event",57,"event"
"pig",57,"pig"
"problem",57,"problem"
"repeatedly",57,"repeat"
"resulting",57,"result"
"snake",57,"snake"
"stubbed",57,"stub"
"sure",57,"sure"
"toolbox",57,"toolbox"
"utd",57,"utd"
"wed",57,"wed"
"yrs",57,"yrs"
"24",56,"24"
"abra",56,"abra"
"along",56,"along"
"attributes",56,"attribut"
"belted",56,"belt"
"done",56,"done"
"double",56,"doubl"
"electrocution",56,"electrocut"
"fruit",56,"fruit"
"hcv",56,"hcv"
"hitch",56,"hitch"
"onions",56,"onion"
"pit",56,"pit"
"pothole",56,"pothol"
"powder",56,"powder"
"retail",56,"retail"
"sd",56,"sd"
"shield",56,"shield"
"shoved",56,"shove"
"sits",56,"sit"
"wrk",56,"wrk"
"45",55,"45"
"80",55,"80"
"backhoe",55,"backho"
"cohb",55,"cohb"
"crawling",55,"crawl"
"eloped",55,"elop"
"employment",55,"employ"
"fuel",55,"fuel"
"houses",55,"hous"
"leak",55,"leak"
"patrol",55,"patrol"
"router",55,"router"
"slab",55,"slab"
"stiffness",55,"stiff"
"synd",55,"synd"
"tomato",55,"tomato"
"windshield",55,"windshield"
"always",54,"alway"
"early",54,"earli"
"entered",54,"enter"
"flushed",54,"flush"
"fwd",54,"fwd"
"incident",54,"incid"
"inverting",54,"invert"
"lh",54,"lh"
"looking",54,"look"
"pans",54,"pan"
"prison",54,"prison"
"pry",54,"pri"
"sm",54,"sm"
"source",54,"sourc"
"spun",54,"spun"
"subconjunctival",54,"subconjunctiv"
"tar",54,"tar"
"weights",54,"weight"
"wheels",54,"wheel"
"church",53,"church"
"customers",53,"custom"
"hha",53,"hha"
"l1",53,"l1"
"much",53,"much"
"nk",53,"nk"
"onthe",53,"onth"
"paresthesia",53,"paresthesia"
"sander",53,"sander"
"slamming",53,"slam"
"story",53,"stori"
"strike",53,"strike"
"angry",52,"angri"
"bat",52,"bat"
"buffer",52,"buffer"
"cardiac",52,"cardiac"
"cause",52,"caus"
"chip",52,"chip"
"ctrl",52,"ctrl"
"detasseling",52,"detassel"
"display",52,"display"
"elbows",52,"elbow"
"empty",52,"empti"
"explosion",52,"explos"
"filling",52,"fill"
"goes",52,"goe"
"inmates",52,"inmat"
"juice",52,"juic"
"lunch",52,"lunch"
"plane",52,"plane"
"powered",52,"power"
"pursuit",52,"pursuit"
"rim",52,"rim"
"rubbed",52,"rub"
"scraper",52,"scraper"
"sliver",52,"sliver"
"soreness",52,"sore"
"spraining",52,"sprain"
"subdural",52,"subdur"
"torticollis",52,"torticolli"
"woman",52,"woman"
"13",51,"13"
"2da",51,"2da"
"assist",51,"assist"
"books",51,"book"
"compactor",51,"compactor"
"detailing",51,"detail"
"excavator",51,"excav"
"extreme",51,"extrem"
"fellon",51,"fellon"
"gasoline",51,"gasolin"
"injurying",51,"injuri"
"lightheadedness",51,"lightheaded"
"lle",51,"lle"
"machines",51,"machin"
"pack",51,"pack"
"pen",51,"pen"
"rig",51,"rig"
"serving",51,"serv"
"spinal",51,"spinal"
"wheelbarrow",51,"wheelbarrow"
"bumping",50,"bump"
"clearing",50,"clear"
"dairy",50,"dairi"
"drainage",50,"drainag"
"ears",50,"ear"
"entire",50,"entir"
"lock",50,"lock"
"nondisplaced",50,"nondisplac"
"overheated",50,"overh"
"pad",50,"pad"
"punct",50,"punct"
"scrap",50,"scrap"
"smashing",50,"smash"
"staff",50,"staff"
"weighing",50,"weigh"
"workers",50,"worker"
"11am",49,"11am"
"awoke",49,"awok"
"biten",49,"biten"
"blades",49,"blade"
"blister",49,"blister"
"branches",49,"branch"
"buckled",49,"buckl"
"cleans",49,"clean"
"concerned",49,"concern"
"covered",49,"cover"
"dancer",49,"dancer"
"dryer",49,"dryer"
"filing",49,"file"
"form",49,"form"
"give",49,"give"
"handtruck",49,"handtruck"
"obtained",49,"obtain"
"papers",49,"paper"
"pvc",49,"pvc"
"rle",49,"rle"
"slide",49,"slide"
"slippery",49,"slipperi"
"stainless",49,"stainless"
"sunday",49,"sunday"
"towel",49,"towel"
"yr",49,"yr"
"assistant",48,"assist"
"catheter",48,"cathet"
"check",48,"check"
"combine",48,"combin"
"conjunctival",48,"conjunctiv"
"dark",48,"dark"
"degreaser",48,"degreas"
"draw",48,"draw"
"elderly",48,"elder"
"inserting",48,"insert"
"laborer",48,"labor"
"manager",48,"manag"
"medication",48,"medic"
"physician",48,"physician"
"pots",48,"pot"
"pricked",48,"prick"
"rain",48,"rain"
"reach",48,"reach"
"restr",48,"restr"
"sawdust",48,"sawdust"
"sewing",48,"sew"
"shaving",48,"shave"
"siding",48,"side"
"spill",48,"spill"
"stab",48,"stab"
"stray",48,"stray"
"strenuous",48,"strenuous"
"system",48,"system"
"throbbing",48,"throb"
"wrok",48,"wrok"
"3pm",47,"3pm"
"70",47,"70"
"alcohol",47,"alcohol"
"anoxia",47,"anoxia"
"backing",47,"back"
"btw",47,"btw"
"business",47,"busi"
"cinder",47,"cinder"
"feed",47,"feed"
"following",47,"follow"
"fridge",47,"fridg"
"hairdresser",47,"hairdress"
"inversion",47,"invers"
"knuckle",47,"knuckl"
"mon",47,"mon"
"outlet",47,"outlet"
"pct",47,"pct"
"received",47,"receiv"
"straining",47,"strain"
"tea",47,"tea"
"transfering",47,"transfer"
"usual",47,"usual"
"ve",47,"ve"
"waste",47,"wast"
"0",46,"0"
"26yowm",46,"26yowm"
"400",46,"400"
"55",46,"55"
"attached",46,"attach"
"bucked",46,"buck"
"comminuted",46,"comminut"
"conditioning",46,"condit"
"coughed",46,"cough"
"drank",46,"drank"
"forcefully",46,"forc"
"hearing",46,"hear"
"hog",46,"hog"
"hyperextending",46,"hyperextend"
"ledge",46,"ledg"
"loaded",46,"load"
"maker",46,"maker"
"mc",46,"mc"
"missing",46,"miss"
"mold",46,"mold"
"passing",46,"pass"
"plants",46,"plant"
"positive",46,"posit"
"printing",46,"print"
"professional",46,"profession"
"reinjured",46,"reinjur"
"report",46,"report"
"scissor",46,"scissor"
"scratches",46,"scratch"
"shard",46,"shard"
"slapped",46,"slap"
"stock",46,"stock"
"stumbled",46,"stumbl"
"subduing",46,"subdu"
"sugar",46,"sugar"
"thurs",46,"thur"
"tightening",46,"tighten"
"umbilical",46,"umbil"
"23yowm",45,"23yowm"
"8ft",45,"8ft"
"andfell",45,"andfel"
"bacon",45,"bacon"
"beef",45,"beef"
"continues",45,"continu"
"diesel",45,"diesel"
"diseases",45,"diseas"
"force",45,"forc"
"friend",45,"friend"
"generalized",45,"general"
"harness",45,"har"
"held",45,"held"
"herniated",45,"herniat"
"intox",45,"intox"
"logs",45,"log"
"plank",45,"plank"
"plateau",45,"plateau"
"preparing",45,"prepar"
"product",45,"product"
"renal",45,"renal"
"scapel",45,"scapel"
"sdh",45,"sdh"
"secondary",45,"secondari"
"section",45,"section"
"separation",45,"separ"
"support",45,"support"
"tender",45,"tender"
"5ft",44,"5ft"
"apprehend",44,"apprehend"
"barbed",44,"barb"
"bht",44,"bht"
"bicycle",44,"bicycl"
"bya",44,"bya"
"carry",44,"carri"
"cervicalgia",44,"cervicalgia"
"coal",44,"coal"
"handcuffs",44,"handcuff"
"horses",44,"hors"
"instructor",44,"instructor"
"jackhammer",44,"jackhamm"
"jump",44,"jump"
"lat",44,"lat"
"leaf",44,"leaf"
"lo",44,"lo"
"mine",44,"mine"
"nd",44,"nd"
"postal",44,"postal"
"sah",44,"sah"
"salt",44,"salt"
"screen",44,"screen"
"sodium",44,"sodium"
"tape",44,"tape"
"tips",44,"tip"
"x5",44,"x5"
"20ft",43,"20ft"
"25yowm",43,"25yowm"
"associated",43,"associ"
