"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"451","Event",66,"Rubbed or abraded by friction or pressure",2,451
"452","Event",660,"Rubbed or abraded by friction or pressure, unspecified",3,452
"453","Event",661,"Rubbed or abraded by kneeling on surface",3,453
"454","Event",662,"Rubbed or abraded by objects being handled ",3,454
"455","Event",663,"Rubbed or abraded by foreign matter in eye",3,455
"456","Event",664,"Rubbed or abraded by shoes, apparel, or accessories",3,456
"457","Event",669,"Rubbed or abraded by friction or pressure, n.e.c.",3,457
"458","Event",67,"Rubbed, abraded, or jarred by vibration",2,458
"459","Event",670,"Rubbed, abraded, or jarred by vibration, unspecified",3,459
"460","Event",671,"Rubbed, abraded, or jarred by vehicle or mobile equipment vibration",3,460
"461","Event",672,"Rubbed, abraded, or jarred by other machine or equipment vibration",3,461
"462","Event",679,"Rubbed, abraded, or jarred by vibration, n.e.c.",3,462
"463","Event",69,"Contact with objects and equipment, n.e.c.",2,463
"464","Event",7,"OVEREXERTION AND BODILY REACTION",1,464
"465","Event",70,"Overexertion and bodily reaction, unspecified",2,465
"466","Event",71,"Overexertion involving outside sources",2,466
"467","Event",710,"Overexertion involving outside sources, unspecified",3,467
"468","Event",711,"Overexertion in lifting, lowering",3,468
"469","Event",7110,"Overexertion in lifting, lowering, unspecified",4,469
"470","Event",7111,"Overexertion in lifting--single episode",4,470
"471","Event",7112,"Overexertion in lifting--multiple episodes",4,471
"472","Event",7113,"Overexertion in lowering--single episode",4,472
"473","Event",7114,"Overexertion in lowering--multiple episodes",4,473
"474","Event",712,"Overexertion in pushing, pulling, or turning",3,474
"475","Event",7120,"Overexertion in pushing, pulling, or turning, unspecified",4,475
"476","Event",7121,"Overexertion in pushing, pulling, or turning--single episode",4,476
"477","Event",7122,"Overexertion in pushing, pulling, or turning--multiple episodes",4,477
"478","Event",713,"Overexertion in holding, carrying, or wielding",3,478
"479","Event",7130,"Overexertion in holding, carrying, or wielding, unspecified",4,479
"480","Event",7131,"Overexertion in holding, carrying, or wielding--single episode",4,480
"481","Event",7132,"Overexertion in holding, carrying, or wielding--multiple episodes",4,481
"482","Event",714,"Overexertion in throwing, catching",3,482
"483","Event",7140,"Overexertion in throwing, catching, unspecified",4,483
"484","Event",7141,"Overexertion in throwing--single episode",4,484
"485","Event",7142,"Overexertion in throwing--multiple episodes",4,485
"486","Event",7143,"Overexertion in catching--single episode",4,486
"487","Event",7144,"Overexertion in catching--multiple episodes",4,487
"488","Event",718,"Multiple types of overexertion involving outside sources",3,488
"489","Event",719,"Overexertion involving outside sources, n.e.c.",3,489
"490","Event",72,"Repetitive motions involving microtasks",2,490
"491","Event",720,"Repetitive motions involving microtasks, unspecified",3,491
"492","Event",721,"Typing, key entry, texting, or mousing",3,492
"493","Event",722,"Repetitive use of tools, instruments",3,493
"494","Event",723,"Repetitive grasping, placing, or moving objects, except tools",3,494
"495","Event",724,"Repetitive use of hands, not involving tools ",3,495
"496","Event",728,"Multiple types of repetitive motions",3,496
"497","Event",729,"Repetitive motions involving microtasks, n.e.c.",3,497
"498","Event",73,"Other exertions or bodily reactions",2,498
"499","Event",730,"Other exertions or bodily reactions, unspecified",3,499
"500","Event",731,"Bending, crawling, reaching, twisting, climbing, stepping",3,500
"501","Event",7310,"Bending, crawling, reaching, twisting, climbing, stepping, unspecified",4,501
"502","Event",7311,"Bending, crawling, reaching, twisting--single episode",4,502
"503","Event",7312,"Bending, crawling, reaching, twisting--repetitive or prolonged",4,503
"504","Event",7313,"Climbing or stepping up or down--single episode",4,504
"505","Event",7314,"Climbing or stepping up or down--repetitive or prolonged",4,505
"506","Event",732,"Kneeling, kneeling down",3,506
"507","Event",7320,"Kneeling, kneeling down, unspecified",4,507
"508","Event",7321,"Kneeling, kneeling down--single episode",4,508
"509","Event",7322,"Kneeling, kneeling down--repetitive or prolonged",4,509
"510","Event",733,"Sitting, sitting down",3,510
"511","Event",7330,"Sitting, sitting down, unspecified",4,511
"512","Event",7331,"Sitting, sitting down--single episode",4,512
"513","Event",7332,"Sitting, sitting down--repetitive or prolonged",4,513
"514","Event",734,"Standing, standing up",3,514
"515","Event",7340,"Standing, standing up, unspecified",4,515
"516","Event",7341,"Standing, standing up--single episode",4,516
"517","Event",7342,"Standing, standing up--repetitive or prolonged",4,517
"518","Event",735,"Walking, without other incident",3,518
"519","Event",7350,"Walking, without other incident, unspecified",4,519
"520","Event",7351,"Walking, without other incident--single episode",4,520
"521","Event",7352,"Walking, without other incident--repetitive or prolonged",4,521
"522","Event",736,"Running, without other incident",3,522
"523","Event",7360,"Running, without other incident, unspecified",4,523
"524","Event",7361,"Running, without other incident--single episode",4,524
"525","Event",7362,"Running, without other incident--repetitive or prolonged",4,525
"526","Event",737,"Boarding, alighting--excluding slip, trip, fall",3,526
"527","Event",7370,"Boarding, alighting--excluding slip, trip, fall, unspecified",4,527
"528","Event",7371,"Boarding, alighting--excluding slip, trip, fall--single episode",4,528
"529","Event",7372,"Boarding, alighting--excluding slip, trip, fall--repetitive or prolonged",4,529
"530","Event",738,"Multiple types of exertions and bodily reactions",3,530
"531","Event",739,"Other exertions or bodily reactions",3,531
"532","Event",7391,"Sustained viewing",4,532
"533","Event",7399,"Other exertions or bodily reactions, n.e.c.",4,533
"534","Event",74,"Bodily conditions, n.e.c.",2,534
"535","Event",78,"Multiple types of overexertions and bodily reactions",2,535
"536","Event",79,"Overexertion and bodily reaction and exertion, n.e.c.",2,536
"537","Event",9999,"Nonclassifiable",4,537
"538","Nature",1,"TRAUMATIC INJURIES AND DISORDERS",1,1
"539","Nature",10,"Traumatic injuries and disorders, unspecified",2,2
"540","Nature",11,"Traumatic injuries to bones, nerves, spinal cord",2,3
"541","Nature",110,"Traumatic injuries to bones, nerves, spinal cord, unspecified",3,4
"542","Nature",111,"Fractures",3,5
"543","Nature",112,"Traumatic injuries to spinal cord",3,6
"544","Nature",1120,"Traumatic injuries to spinal cord, unspecified",4,7
"545","Nature",1121,"Paralysis, paraplegia, quadriplegia",4,8
"546","Nature",1129,"Traumatic injuries to spinal cord, n.e.c.",4,9
"547","Nature",113,"Traumatic injuries to nerves, except the spinal cord",3,10
"548","Nature",1130,"Traumatic injuries to nerves, except the spinal cord, unspecified",4,11
"549","Nature",1131,"Pinched nerve ",4,12
"550","Nature",1139,"Traumatic injuries to nerves, except the spinal cord, n.e.c.",4,13
"551","Nature",118,"Multiple traumatic injuries to bones, nerves, spinal cord",3,14
"552","Nature",119,"Traumatic injuries to bones, nerves, spinal cord, n.e.c.",3,15
"553","Nature",12,"Traumatic injuries to muscles, tendons, ligaments, joints, etc.",2,16
"554","Nature",120,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",3,17
"555","Nature",121,"Dislocations",3,18
"556","Nature",1210,"Dislocations, unspecified",4,19
"557","Nature",1211,"Herniated discs",4,20
"558","Nature",1212,"Dislocation of joints",4,21
"559","Nature",1218,"Multiple types of dislocations",4,22
"560","Nature",1219,"Dislocations, n.e.c.",4,23
"561","Nature",122,"Cartilage fractures and tears",3,24
"562","Nature",1220,"Cartilage fractures and tears, unspecified",4,25
"563","Nature",1221,"Meniscus tears",4,26
"564","Nature",1229,"Cartilage fractures and tears, n.e.c.",4,27
"565","Nature",123,"Sprains, strains, tears",3,28
"566","Nature",1230,"Sprains, strains, tears, unspecified",4,29
"567","Nature",1231,"Major tears to muscles, tendons, ligaments",4,30
"568","Nature",1232,"Sprains",4,31
"569","Nature",1233,"Strains",4,32
"570","Nature",1238,"Multiple sprains, strains, tears",4,33
"571","Nature",124,"Hernias due to traumatic incidents",3,34
"572","Nature",125,"Whiplash",3,35
"573","Nature",128,"Multiple traumatic injuries to muscles, tendons, ligaments, joints, etc.",3,36
"574","Nature",129,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., n.e.c.",3,37
"575","Nature",13,"Open wounds",2,38
"576","Nature",130,"Open wounds, unspecified",3,39
"577","Nature",131,"Amputations, avulsions, enucleations",3,40
"578","Nature",1310,"Amputations, avulsions, enucleations, unspecified",4,41
"579","Nature",1311,"Amputations",4,42
"580","Nature",1312,"Avulsions, enucleations",4,43
"581","Nature",1319,"Amputations, avulsions, enucleations, n.e.c.",4,44
"582","Nature",132,"Cuts, lacerations",3,45
"583","Nature",133,"Puncture wounds, except gunshot wounds",3,46
"584","Nature",134,"Gunshot wounds",3,47
"585","Nature",138,"Multiple types of open wounds",3,48
"586","Nature",139,"Open wounds, n.e.c.",3,49
"587","Nature",14,"Surface wounds and bruises",2,50
"588","Nature",140,"Surface wounds and bruises, unspecified",3,51
"589","Nature",141,"Abrasions, scratches",3,52
"590","Nature",142,"Blisters",3,53
"591","Nature",143,"Bruises, contusions",3,54
"592","Nature",148,"Multiple surface wounds and bruises",3,55
"593","Nature",149,"Surface wounds and bruises, n.e.c.",3,56
"594","Nature",15,"Burns and corrosions",2,57
"595","Nature",150,"Burns and corrosions, unspecified ",3,58
"596","Nature",151,"Chemical burns and corrosions",3,59
"597","Nature",1510,"Chemical burns and corrosions, unspecified",4,60
"598","Nature",1511,"First degree chemical burns and corrosions",4,61
"599","Nature",1512,"Second degree chemical burns and corrosions",4,62
"600","Nature",1513,"Third or fourth degree chemical burns and corrosions",4,63
"601","Nature",1519,"Chemical burns and corrosions, n.e.c.",4,64
"602","Nature",152,"Heat (thermal) burns",3,65
"603","Nature",1520,"Heat (thermal) burns, unspecified",4,66
"604","Nature",1521,"First degree heat (thermal) burns",4,67
"605","Nature",1522,"Second degree heat (thermal) burns",4,68
"606","Nature",1523,"Third or fourth degree heat (thermal) burns",4,69
"607","Nature",1529,"Heat (thermal) burns, n.e.c.",4,70
"608","Nature",153,"Electrical burns",3,71
"609","Nature",1530,"Electrical burns, unspecified",4,72
"610","Nature",1531,"First degree electrical burns",4,73
"611","Nature",1532,"Second degree electrical burns",4,74
"612","Nature",1533,"Third or fourth degree electrical burns",4,75
"613","Nature",1539,"Electrical burns, n.e.c.",4,76
"614","Nature",159,"Other burns",3,77
"615","Nature",1590,"Other burns, unspecified",4,78
"616","Nature",1591,"Other burns, first degree",4,79
"617","Nature",1592,"Other burns, second degree",4,80
"618","Nature",1593,"Other burns, third or fourth degree",4,81
"619","Nature",1599,"Other burns, n.e.c.",4,82
"620","Nature",16,"Intracranial injuries",2,83
"621","Nature",160,"Intracranial injuries, unspecified",3,84
"622","Nature",161,"Cerebral and other intracranial hemorrhages",3,85
"623","Nature",162,"Concussions",3,86
"624","Nature",168,"Multiple types of intracranial injuries",3,87
"625","Nature",1680,"Multiple intracranial injuries, unspecified",4,88
"626","Nature",1681,"Skull fracture and intracranial injury",4,89
"627","Nature",1689,"Multiple intracranial injuries, n.e.c.",4,90
"628","Nature",169,"Intracranial injuries, n.e.c.",3,91
"629","Nature",17,"Effects of environmental conditions",2,92
"630","Nature",170,"Effects of environmental conditions, unspecified",3,93
"631","Nature",171,"Effects of reduced temperature",3,94
"632","Nature",1710,"Effects of reduced temperature, unspecified",4,95
"633","Nature",1711,"Frostbite",4,96
"634","Nature",1712,"Hypothermia",4,97
"635","Nature",1718,"Multiple effects of reduced temperature",4,98
"636","Nature",1719,"Effects of reduced temperature, n.e.c.",4,99
"637","Nature",172,"Effects of heat and light",3,100
"638","Nature",1720,"Effects of heat and light, unspecified",4,101
"639","Nature",1721,"Heat stroke",4,102
"640","Nature",1722,"Heat syncope",4,103
"641","Nature",1723,"Heat fatigue",4,104
"642","Nature",1724,"Heat edema",4,105
"643","Nature",1725,"Heat exhaustion, prostration",4,106
"644","Nature",1728,"Multiple effects of heat and light",4,107
"645","Nature",1729,"Effects of heat and light, n.e.c.",4,108
"646","Nature",173,"Effects of air or water pressure",3,109
"647","Nature",1730,"Effects of air or water pressure, unspecified",4,110
"648","Nature",1731,"Aero-otitis media",4,111
"649","Nature",1732,"Aerosinusitis",4,112
"650","Nature",1733,"Caisson disease, bends, divers' palsy",4,113
